length;revenue;time
914;7526790;0.02412724494934082
915;7535025;0.024072647094726562
916;7543260;0.024332761764526367
917;7551495;0.024412155151367188
918;7559730;0.02436685562133789
919;7567965;0.024501562118530273
920;7576200;0.024456262588500977
921;7584435;0.024629831314086914
922;7592670;0.024472475051879883
923;7600905;0.024691343307495117
924;7609140;0.02468109130859375
925;7617375;0.024796009063720703
926;7625610;0.024759292602539062
927;7633845;0.024937152862548828
928;7642080;0.0249173641204834
929;7650315;0.024955272674560547
930;7658550;0.025070667266845703
931;7666785;0.02507185935974121
932;7675020;0.025214672088623047
933;7683255;0.02514791488647461
934;7691490;0.02519512176513672
935;7699725;0.02527451515197754
936;7707960;0.02526545524597168
937;7716195;0.025378704071044922
938;7724430;0.02553415298461914
939;7732665;0.025581836700439453
940;7740900;0.02707529067993164
941;7749135;0.028224945068359375
942;7757370;0.026931285858154297
943;7765605;0.025700092315673828
944;7773840;0.025686264038085938
945;7782075;0.025854110717773438
946;7790310;0.025908946990966797
947;7798545;0.0258941650390625
948;7806780;0.02617478370666504
949;7815015;0.030735015869140625
950;7823250;0.026499271392822266
951;7831485;0.02623724937438965
952;7839720;0.026273012161254883
953;7847955;0.026386022567749023
954;7856190;0.02632617950439453
955;7864425;0.026643037796020508
956;7872660;0.026538610458374023
957;7880895;0.02678060531616211
958;7889130;0.026703596115112305
959;7897365;0.02680039405822754
960;7905600;0.026694536209106445
961;7913835;0.026818513870239258
962;7922070;0.02707815170288086
963;7930305;0.026779890060424805
964;7938540;0.027147531509399414
965;7946775;0.026916027069091797
966;7955010;0.02715444564819336
967;7963245;0.027086973190307617
968;7971480;0.027298927307128906
969;7979715;0.027225017547607422
970;7987950;0.027304410934448242
971;7996185;0.027245283126831055
972;8004420;0.027556657791137695
973;8012655;0.027432680130004883
974;8020890;0.027382850646972656
975;8029125;0.027513504028320312
976;8037360;0.02756333351135254
977;8045595;0.027822256088256836
978;8053830;0.027766942977905273
979;8062065;0.027738571166992188
980;8070300;0.027921199798583984
981;8078535;0.0279238224029541
982;8086770;0.027959823608398438
983;8095005;0.02800464630126953
984;8103240;0.028097152709960938
985;8111475;0.028045177459716797
986;8119710;0.02829909324645996
987;8127945;0.02825188636779785
988;8136180;0.028250694274902344
989;8144415;0.0283658504486084
990;8152650;0.028481245040893555
991;8160885;0.028394699096679688
992;8169120;0.028546810150146484
993;8177355;0.0285799503326416
994;8185590;0.028550148010253906
995;8193825;0.028747081756591797
996;8202060;0.028734683990478516
997;8210295;0.028780460357666016
998;8218530;0.028888225555419922
999;8226765;0.02906060218811035
1000;8235000;0.029153823852539062
1001;8243235;0.02899456024169922
1002;8251470;0.02918219566345215
1003;8259705;0.02930474281311035
1004;8267940;0.02939438819885254
1005;8276175;0.029255151748657227
1006;8284410;0.029428720474243164
1007;8292645;0.029516220092773438
1008;8300880;0.0294039249420166
1009;8309115;0.02964162826538086
1010;8317350;0.0295870304107666
1011;8325585;0.029778003692626953
1012;8333820;0.029878854751586914
1013;8342055;0.029671192169189453
1014;8350290;0.02991652488708496
1015;8358525;0.029995203018188477
1016;8366760;0.030335187911987305
1017;8374995;0.030243873596191406
1018;8383230;0.030043840408325195
1019;8391465;0.030191898345947266
1020;8399700;0.030241966247558594
1021;8407935;0.030248165130615234
1022;8416170;0.030459165573120117
1023;8424405;0.030411243438720703
1024;8432640;0.03058171272277832
1025;8440875;0.030474424362182617
1026;8449110;0.030675411224365234
1027;8457345;0.031026840209960938
1028;8465580;0.03181052207946777
1029;8473815;0.031170129776000977
1030;8482050;0.030800819396972656
1031;8490285;0.031058073043823242
1032;8498520;0.0311129093170166
1033;8506755;0.031225204467773438
1034;8514990;0.031175613403320312
1035;8523225;0.031195640563964844
1036;8531460;0.03117227554321289
1037;8539695;0.03136634826660156
1038;8547930;0.031347036361694336
1039;8556165;0.031340837478637695
1040;8564400;0.03146004676818848
1041;8572635;0.03155398368835449
1042;8580870;0.0316312313079834
1043;8589105;0.03149914741516113
1044;8597340;0.03171205520629883
1045;8605575;0.03185582160949707
1046;8613810;0.03186750411987305
1047;8622045;0.031880855560302734
1048;8630280;0.03254389762878418
1049;8638515;0.03240060806274414
1050;8646750;0.03227043151855469
1051;8654985;0.03249835968017578
1052;8663220;0.03259730339050293
1053;8671455;0.032742977142333984
1054;8679690;0.032793521881103516
1055;8687925;0.0326535701751709
1056;8696160;0.03270578384399414
1057;8704395;0.032679080963134766
1058;8712630;0.032602548599243164
1059;8720865;0.03269696235656738
1060;8729100;0.032744407653808594
1061;8737335;0.03280186653137207
1062;8745570;0.03282356262207031
1063;8753805;0.03302955627441406
1064;8762040;0.03307223320007324
1065;8770275;0.0331883430480957
1066;8778510;0.03319525718688965
1067;8786745;0.033245086669921875
1068;8794980;0.033350229263305664
1069;8803215;0.03336071968078613
1070;8811450;0.03351783752441406
1071;8819685;0.03350377082824707
1072;8827920;0.03352522850036621
1073;8836155;0.03348946571350098
1074;8844390;0.03369283676147461
1075;8852625;0.033693790435791016
1076;8860860;0.03380250930786133
1077;8869095;0.033728837966918945
1078;8877330;0.034334421157836914
1079;8885565;0.034332990646362305
1080;8893800;0.03685355186462402
1081;8902035;0.04129338264465332
1082;8910270;0.044384002685546875
1083;8918505;0.06014299392700195
1084;8926740;0.0511472225189209
1085;8934975;0.047789812088012695
1086;8943210;0.05149269104003906
1087;8951445;0.04549074172973633
1088;8959680;0.045929908752441406
1089;8967915;0.04502415657043457
1090;8976150;0.04117178916931152
1091;8984385;0.04123497009277344
1092;8992620;0.04268622398376465
1093;9000855;0.04142427444458008
1094;9009090;0.041417837142944336
1095;9017325;0.03852701187133789
1096;9025560;0.04152274131774902
1097;9033795;0.038541316986083984
1098;9042030;0.04317975044250488
1099;9050265;0.041724205017089844
1100;9058500;0.04190707206726074
1101;9066735;0.036362648010253906
1102;9074970;0.04349517822265625
1103;9083205;0.04207468032836914
1104;9091440;0.03949594497680664
1105;9099675;0.04311776161193848
1106;9107910;0.03613424301147461
1107;9116145;0.036535024642944336
1108;9124380;0.036560773849487305
1109;9132615;0.036527156829833984
1110;9140850;0.03593325614929199
1111;9149085;0.036229848861694336
1112;9157320;0.03606986999511719
1113;9165555;0.036168575286865234
1114;9173790;0.03650355339050293
1115;9182025;0.036322832107543945
1116;9190260;0.03659176826477051
1117;9198495;0.03667187690734863
1118;9206730;0.03652143478393555
1119;9214965;0.036596059799194336
1120;9223200;0.03665781021118164
1121;9231435;0.03664422035217285
1122;9239670;0.036989450454711914
1123;9247905;0.037049293518066406
1124;9256140;0.036881446838378906
1125;9264375;0.03676033020019531
1126;9272610;0.037261009216308594
1127;9280845;0.037328243255615234
1128;9289080;0.03697943687438965
1129;9297315;0.037438154220581055
1130;9305550;0.03701376914978027
1131;9313785;0.03716683387756348
1132;9322020;0.03726482391357422
1133;9330255;0.03731799125671387
1134;9338490;0.037273406982421875
1135;9346725;0.03742814064025879
1136;9354960;0.03746461868286133
1137;9363195;0.037587642669677734
1138;9371430;0.03761744499206543
1139;9379665;0.03770112991333008
1140;9387900;0.03780221939086914
1141;9396135;0.03774309158325195
1142;9404370;0.037865638732910156
1143;9412605;0.03786897659301758
1144;9420840;0.038063764572143555
1145;9429075;0.038117408752441406
1146;9437310;0.03815746307373047
1147;9445545;0.03823256492614746
1148;9453780;0.03824424743652344
1149;9462015;0.038408756256103516
1150;9470250;0.03839278221130371
1151;9478485;0.038530826568603516
1152;9486720;0.038667917251586914
1153;9494955;0.03864550590515137
1154;9503190;0.03873109817504883
1155;9511425;0.03874945640563965
1156;9519660;0.038796424865722656
1157;9527895;0.03885769844055176
1158;9536130;0.03894209861755371
1159;9544365;0.03958559036254883
1160;9552600;0.03920388221740723
1161;9560835;0.03911232948303223
1162;9569070;0.03926277160644531
1163;9577305;0.03927159309387207
1164;9585540;0.03954958915710449
1165;9593775;0.03935503959655762
1166;9602010;0.03947925567626953
1167;9610245;0.039694786071777344
1168;9618480;0.039749860763549805
1169;9626715;0.03982186317443848
1170;9634950;0.03972649574279785
1171;9643185;0.039908647537231445
1172;9651420;0.0399019718170166
1173;9659655;0.040044307708740234
1174;9667890;0.04003024101257324
1175;9676125;0.04014134407043457
1176;9684360;0.04018139839172363
1177;9692595;0.0402529239654541
1178;9700830;0.04041028022766113
1179;9709065;0.040555715560913086
1180;9717300;0.040490150451660156
1181;9725535;0.040743112564086914
1182;9733770;0.04073619842529297
1183;9742005;0.04073977470397949
1184;9750240;0.04091167449951172
1185;9758475;0.0407872200012207
1186;9766710;0.041018009185791016
1187;9774945;0.04102158546447754
1188;9783180;0.0409998893737793
1189;9791415;0.041129112243652344
1190;9799650;0.041074514389038086
1191;9807885;0.04120349884033203
1192;9816120;0.04139304161071777
1193;9824355;0.041399478912353516
1194;9832590;0.0414731502532959
1195;9840825;0.04149365425109863
1196;9849060;0.04160284996032715
1197;9857295;0.041658878326416016
1198;9865530;0.041953086853027344
1199;9873765;0.04181385040283203
1200;9882000;0.041837215423583984
1201;9890235;0.04221081733703613
1202;9898470;0.04213857650756836
1203;9906705;0.042098045349121094
1204;9914940;0.04247283935546875
1205;9923175;0.042282819747924805
1206;9931410;0.04245352745056152
1207;9939645;0.0424952507019043
1208;9947880;0.042522430419921875
1209;9956115;0.04277992248535156
1210;9964350;0.04266500473022461
1211;9972585;0.04297804832458496
1212;9980820;0.04297900199890137
1213;9989055;0.04364347457885742
1214;9997290;0.04311704635620117
1215;10005525;0.043554067611694336
1216;10013760;0.043135643005371094
1217;10021995;0.04306674003601074
1218;10030230;0.04323458671569824
1219;10038465;0.04321885108947754
1220;10046700;0.0437159538269043
1221;10054935;0.043318748474121094
1222;10063170;0.04362225532531738
1223;10071405;0.04345870018005371
1224;10079640;0.04375338554382324
1225;10087875;0.043613433837890625
1226;10096110;0.04395794868469238
1227;10104345;0.04448366165161133
1228;10112580;0.04395890235900879
1229;10120815;0.044210195541381836
1230;10129050;0.044249773025512695
1231;10137285;0.044119834899902344
1232;10145520;0.04436159133911133
1233;10153755;0.04637861251831055
1234;10161990;0.04462480545043945
1235;10170225;0.04490232467651367
1236;10178460;0.044715166091918945
1237;10186695;0.04469609260559082
1238;10194930;0.04473686218261719
1239;10203165;0.04472017288208008
1240;10211400;0.04486680030822754
1241;10219635;0.04466533660888672
1242;10227870;0.0448610782623291
1243;10236105;0.04494357109069824
1244;10244340;0.044948577880859375
1245;10252575;0.04615211486816406
1246;10260810;0.04521512985229492
1247;10269045;0.04530811309814453
1248;10277280;0.04542374610900879
1249;10285515;0.04529833793640137
1250;10293750;0.0454409122467041
1251;10301985;0.04549860954284668
1252;10310220;0.04563140869140625
1253;10318455;0.045607805252075195
1254;10326690;0.04605555534362793
1255;10334925;0.04577231407165527
1256;10343160;0.0459744930267334
1257;10351395;0.04700303077697754
1258;10359630;0.0475311279296875
1259;10367865;0.04615926742553711
1260;10376100;0.046250104904174805
1261;10384335;0.04623770713806152
1262;10392570;0.0464174747467041
1263;10400805;0.04657125473022461
1264;10409040;0.04668164253234863
1265;10417275;0.04668903350830078
1266;10425510;0.046907901763916016
1267;10433745;0.04764962196350098
1268;10441980;0.047127485275268555
1269;10450215;0.04704117774963379
1270;10458450;0.04727649688720703
1271;10466685;0.04711294174194336
1272;10474920;0.04737234115600586
1273;10483155;0.04753375053405762
1274;10491390;0.047516822814941406
1275;10499625;0.04747295379638672
1276;10507860;0.047765254974365234
1277;10516095;0.04825162887573242
1278;10524330;0.04793524742126465
1279;10532565;0.04779672622680664
1280;10540800;0.048108816146850586
1281;10549035;0.04795217514038086
1282;10557270;0.04946112632751465
1283;10565505;0.04810500144958496
1284;10573740;0.04826998710632324
1285;10581975;0.04892730712890625
1286;10590210;0.04849100112915039
1287;10598445;0.0484006404876709
1288;10606680;0.04868006706237793
1289;10614915;0.04858136177062988
1290;10623150;0.04878830909729004
1291;10631385;0.04873394966125488
1292;10639620;0.050330400466918945
1293;10647855;0.049535274505615234
1294;10656090;0.0492095947265625
1295;10664325;0.05066370964050293
1296;10672560;0.04900193214416504
1297;10680795;0.049072980880737305
1298;10689030;0.04984712600708008
1299;10697265;0.04961681365966797
1300;10705500;0.04938006401062012
1301;10713735;0.050502777099609375
1302;10721970;0.04958987236022949
1303;10730205;0.04962325096130371
1304;10738440;0.04968571662902832
1305;10746675;0.05026817321777344
1306;10754910;0.04986715316772461
1307;10763145;0.050534963607788086
1308;10771380;0.050032854080200195
1309;10779615;0.05021381378173828
1310;10787850;0.05031538009643555
1311;10796085;0.05035686492919922
1312;10804320;0.052008628845214844
1313;10812555;0.05065274238586426
1314;10820790;0.050777435302734375
1315;10829025;0.05104827880859375
1316;10837260;0.05076193809509277
1317;10845495;0.050684452056884766
1318;10853730;0.0517277717590332
1319;10861965;0.05120849609375
1320;10870200;0.05158877372741699
1321;10878435;0.052094459533691406
1322;10886670;0.05136227607727051
1323;10894905;0.051229238510131836
1324;10903140;0.05124545097351074
1325;10911375;0.05122208595275879
1326;10919610;0.051329851150512695
1327;10927845;0.05200958251953125
1328;10936080;0.05148649215698242
1329;10944315;0.05151987075805664
1330;10952550;0.051558494567871094
1331;10960785;0.05161166191101074
1332;10969020;0.05207562446594238
1333;10977255;0.0526423454284668
1334;10985490;0.05192136764526367
1335;10993725;0.052375078201293945
1336;11001960;0.05237007141113281
1337;11010195;0.052577972412109375
1338;11018430;0.05364632606506348
1339;11026665;0.053275346755981445
1340;11034900;0.053037166595458984
1341;11043135;0.053465843200683594
1342;11051370;0.05272531509399414
1343;11059605;0.05319976806640625
1344;11067840;0.05287289619445801
1345;11076075;0.061557769775390625
1346;11084310;0.05302548408508301
1347;11092545;0.05290579795837402
1348;11100780;0.05305624008178711
1349;11109015;0.053286075592041016
1350;11117250;0.053241729736328125
1351;11125485;0.054196834564208984
1352;11133720;0.05333590507507324
1353;11141955;0.05340886116027832
1354;11150190;0.0534822940826416
1355;11158425;0.05427408218383789
1356;11166660;0.05377316474914551
1357;11174895;0.0547327995300293
1358;11183130;0.05502724647521973
1359;11191365;0.054720401763916016
1360;11199600;0.05496859550476074
1361;11207835;0.056340932846069336
1362;11216070;0.054765939712524414
1363;11224305;0.05460047721862793
1364;11232540;0.05437731742858887
1365;11240775;0.054657697677612305
1366;11249010;0.05451011657714844
1367;11257245;0.055060625076293945
1368;11265480;0.05484795570373535
1369;11273715;0.05523800849914551
1370;11281950;0.05487656593322754
1371;11290185;0.05565834045410156
1372;11298420;0.055548667907714844
1373;11306655;0.05532383918762207
1374;11314890;0.05558276176452637
1375;11323125;0.055410146713256836
1376;11331360;0.05552244186401367
1377;11339595;0.055944204330444336
1378;11347830;0.05564475059509277
1379;11356065;0.05563712120056152
1380;11364300;0.05589556694030762
1381;11372535;0.05710339546203613
1382;11380770;0.056058645248413086
1383;11389005;0.05616116523742676
1384;11397240;0.05652189254760742
1385;11405475;0.0564725399017334
1386;11413710;0.05651378631591797
1387;11421945;0.05681657791137695
1388;11430180;0.05650925636291504
1389;11438415;0.056447505950927734
1390;11446650;0.056932687759399414
1391;11454885;0.05733489990234375
1392;11463120;0.05694842338562012
1393;11471355;0.0569148063659668
1394;11479590;0.05758500099182129
1395;11487825;0.05784034729003906
1396;11496060;0.05799436569213867
1397;11504295;0.058286428451538086
1398;11512530;0.058782339096069336
1399;11520765;0.05870366096496582
1400;11529000;0.05873560905456543
1401;11537235;0.05909276008605957
1402;11545470;0.06020689010620117
1403;11553705;0.05859375
1404;11561940;0.05879378318786621
1405;11570175;0.0675497055053711
1406;11578410;0.05911612510681152
1407;11586645;0.05920815467834473
1408;11594880;0.05920577049255371
1409;11603115;0.059995174407958984
1410;11611350;0.05957341194152832
1411;11619585;0.059459686279296875
1412;11627820;0.059633731842041016
1413;11636055;0.06026315689086914
1414;11644290;0.059848785400390625
1415;11652525;0.05963277816772461
1416;11660760;0.060077667236328125
1417;11668995;0.060047149658203125
1418;11677230;0.06013298034667969
1419;11685465;0.060540199279785156
1420;11693700;0.06044721603393555
1421;11701935;0.060347557067871094
1422;11710170;0.060437917709350586
1423;11718405;0.06090402603149414
1424;11726640;0.061141252517700195
1425;11734875;0.05968141555786133
1426;11743110;0.060033559799194336
1427;11751345;0.06069612503051758
1428;11759580;0.06028389930725098
1429;11767815;0.06019282341003418
1430;11776050;0.06039571762084961
1431;11784285;0.06094026565551758
1432;11792520;0.06042909622192383
1433;11800755;0.06081700325012207
1434;11808990;0.06109905242919922
1435;11817225;0.061446189880371094
1436;11825460;0.06122589111328125
1437;11833695;0.0609891414642334
1438;11841930;0.06106877326965332
1439;11850165;0.061837196350097656
1440;11858400;0.06215834617614746
1441;11866635;0.062036991119384766
1442;11874870;0.0626676082611084
1443;11883105;0.06181931495666504
1444;11891340;0.06151986122131348
1445;11899575;0.06166434288024902
1446;11907810;0.06164360046386719
1447;11916045;0.06220555305480957
1448;11924280;0.062181949615478516
1449;11932515;0.0623171329498291
1450;11940750;0.06665873527526855
1451;11948985;0.06940531730651855
1452;11957220;0.06472277641296387
1453;11965455;0.06244063377380371
1454;11973690;0.06231188774108887
1455;11981925;0.0626068115234375
1456;11990160;0.06266975402832031
1457;11998395;0.06271719932556152
1458;12006630;0.06261110305786133
1459;12014865;0.06282186508178711
1460;12023100;0.06280303001403809
1461;12031335;0.0631413459777832
1462;12039570;0.0636758804321289
1463;12047805;0.06366801261901855
1464;12056040;0.06350088119506836
1465;12064275;0.06377601623535156
1466;12072510;0.06367158889770508
1467;12080745;0.06513643264770508
1468;12088980;0.06433820724487305
1469;12097215;0.06401658058166504
1470;12105450;0.0649099349975586
1471;12113685;0.06407380104064941
1472;12121920;0.06429433822631836
1473;12130155;0.0642249584197998
1474;12138390;0.0661478042602539
1475;12146625;0.06435704231262207
1476;12154860;0.06482720375061035
1477;12163095;0.06479310989379883
1478;12171330;0.06452035903930664
1479;12179565;0.06459474563598633
1480;12187800;0.06451582908630371
1481;12196035;0.06461858749389648
1482;12204270;0.06452608108520508
1483;12212505;0.06490635871887207
1484;12220740;0.06472253799438477
1485;12228975;0.06471133232116699
1486;12237210;0.06496453285217285
1487;12245445;0.06501531600952148
1488;12253680;0.065093994140625
1489;12261915;0.06582951545715332
1490;12270150;0.0652763843536377
1491;12278385;0.06536746025085449
1492;12286620;0.06549882888793945
1493;12294855;0.06602978706359863
1494;12303090;0.06586289405822754
1495;12311325;0.06570124626159668
1496;12319560;0.06578660011291504
1497;12327795;0.06583023071289062
1498;12336030;0.06589531898498535
1499;12344265;0.06622958183288574
1500;12352500;0.06610560417175293
1501;12360735;0.06659054756164551
1502;12368970;0.06626200675964355
1503;12377205;0.06672549247741699
1504;12385440;0.0664677619934082
1505;12393675;0.06693291664123535
1506;12401910;0.06670331954956055
1507;12410145;0.06688785552978516
1508;12418380;0.0667874813079834
1509;12426615;0.06699204444885254
1510;12434850;0.06738662719726562
1511;12443085;0.0670619010925293
1512;12451320;0.06760811805725098
1513;12459555;0.06798195838928223
1514;12467790;0.06743884086608887
1515;12476025;0.06800174713134766
1516;12484260;0.06798171997070312
1517;12492495;0.06789231300354004
1518;12500730;0.06888055801391602
1519;12508965;0.06872797012329102
1520;12517200;0.06850337982177734
1521;12525435;0.06800603866577148
1522;12533670;0.0695335865020752
1523;12541905;0.06888985633850098
1524;12550140;0.06864237785339355
1525;12558375;0.06924891471862793
1526;12566610;0.06943893432617188
1527;12574845;0.0688629150390625
1528;12583080;0.06905364990234375
1529;12591315;0.06941342353820801
1530;12599550;0.0698082447052002
1531;12607785;0.0699312686920166
1532;12616020;0.06951141357421875
1533;12624255;0.06999731063842773
1534;12632490;0.06977462768554688
1535;12640725;0.06972384452819824
1536;12648960;0.07016348838806152
1537;12657195;0.07006549835205078
1538;12665430;0.0699610710144043
1539;12673665;0.07020926475524902
1540;12681900;0.07029485702514648
1541;12690135;0.07024407386779785
1542;12698370;0.07029247283935547
1543;12706605;0.07022380828857422
1544;12714840;0.07033801078796387
1545;12723075;0.07091331481933594
1546;12731310;0.07084965705871582
1547;12739545;0.07114601135253906
1548;12747780;0.07117724418640137
1549;12756015;0.07187914848327637
1550;12764250;0.07089757919311523
1551;12772485;0.07142138481140137
1552;12780720;0.07114768028259277
1553;12788955;0.0716240406036377
1554;12797190;0.07175254821777344
1555;12805425;0.07127904891967773
1556;12813660;0.07147550582885742
1557;12821895;0.07133007049560547
1558;12830130;0.07239818572998047
1559;12838365;0.07189440727233887
1560;12846600;0.07198429107666016
1561;12854835;0.07214760780334473
1562;12863070;0.07264089584350586
1563;12871305;0.07187771797180176
1564;12879540;0.07185912132263184
1565;12887775;0.07229423522949219
1566;12896010;0.0721132755279541
1567;12904245;0.07225465774536133
1568;12912480;0.07227492332458496
1569;12920715;0.07230114936828613
1570;12928950;0.07271456718444824
1571;12937185;0.07258844375610352
1572;12945420;0.07279253005981445
1573;12953655;0.0729525089263916
1574;12961890;0.07294368743896484
1575;12970125;0.07308626174926758
1576;12978360;0.07303690910339355
1577;12986595;0.07326483726501465
1578;12994830;0.07351493835449219
1579;13003065;0.07363438606262207
1580;13011300;0.07365942001342773
1581;13019535;0.07378649711608887
1582;13027770;0.07400655746459961
1583;13036005;0.07386612892150879
1584;13044240;0.0740044116973877
1585;13052475;0.0740971565246582
1586;13060710;0.07446169853210449
1587;13068945;0.07447648048400879
1588;13077180;0.07435274124145508
1589;13085415;0.07445502281188965
1590;13093650;0.0745084285736084
1591;13101885;0.07488751411437988
1592;13110120;0.07462000846862793
1593;13118355;0.07477188110351562
1594;13126590;0.07477355003356934
1595;13134825;0.07506608963012695
1596;13143060;0.0751042366027832
1597;13151295;0.07530546188354492
1598;13159530;0.07520937919616699
1599;13167765;0.07565093040466309
1600;13176000;0.07545185089111328
1601;13184235;0.07558369636535645
1602;13192470;0.07575845718383789
1603;13200705;0.07565879821777344
1604;13208940;0.07592296600341797
1605;13217175;0.07604718208312988
1606;13225410;0.07603240013122559
1607;13233645;0.07635259628295898
1608;13241880;0.07635664939880371
1609;13250115;0.07634162902832031
1610;13258350;0.07665657997131348
1611;13266585;0.0770108699798584
1612;13274820;0.07668113708496094
1613;13283055;0.07670283317565918
1614;13291290;0.07813572883605957
1615;13299525;0.07661199569702148
1616;13307760;0.07678341865539551
1617;13315995;0.07676196098327637
1618;13324230;0.07699418067932129
1619;13332465;0.07705926895141602
1620;13340700;0.07710766792297363
1621;13348935;0.07724499702453613
1622;13357170;0.07733511924743652
1623;13365405;0.07782745361328125
1624;13373640;0.07793641090393066
1625;13381875;0.07764315605163574
1626;13390110;0.07824206352233887
1627;13398345;0.07805442810058594
1628;13406580;0.07793259620666504
1629;13414815;0.07806181907653809
1630;13423050;0.0781259536743164
1631;13431285;0.0783531665802002
1632;13439520;0.07857251167297363
1633;13447755;0.07873082160949707
1634;13455990;0.07864260673522949
1635;13464225;0.07906007766723633
1636;13472460;0.07911539077758789
1637;13480695;0.07901239395141602
1638;13488930;0.07906150817871094
1639;13497165;0.07909774780273438
1640;13505400;0.0790872573852539
1641;13513635;0.07938313484191895
1642;13521870;0.07961177825927734
1643;13530105;0.07985186576843262
1644;13538340;0.08088970184326172
1645;13546575;0.07969188690185547
1646;13554810;0.07984280586242676
1647;13563045;0.07995319366455078
1648;13571280;0.07996129989624023
1649;13579515;0.08017086982727051
1650;13587750;0.08019280433654785
1651;13595985;0.0799417495727539
1652;13604220;0.08006739616394043
1653;13612455;0.0801537036895752
1654;13620690;0.08037948608398438
1655;13628925;0.08020877838134766
1656;13637160;0.08048439025878906
1657;13645395;0.0804758071899414
1658;13653630;0.08048677444458008
1659;13661865;0.08060479164123535
1660;13670100;0.0807037353515625
1661;13678335;0.08078861236572266
1662;13686570;0.08096504211425781
1663;13694805;0.08115768432617188
1664;13703040;0.08107590675354004
1665;13711275;0.08141541481018066
1666;13719510;0.08149194717407227
1667;13727745;0.0816812515258789
1668;13735980;0.08147215843200684
1669;13744215;0.08174848556518555
1670;13752450;0.08182406425476074
1671;13760685;0.08201193809509277
1672;13768920;0.08199787139892578
1673;13777155;0.08236289024353027
1674;13785390;0.08243250846862793
1675;13793625;0.0824422836303711
1676;13801860;0.08259844779968262
1677;13810095;0.08271241188049316
1678;13818330;0.0826876163482666
1679;13826565;0.08281731605529785
1680;13834800;0.08292841911315918
1681;13843035;0.08303618431091309
1682;13851270;0.08316254615783691
1683;13859505;0.08353281021118164
1684;13867740;0.08331894874572754
1685;13875975;0.08354473114013672
1686;13884210;0.09633350372314453
1687;13892445;0.08477115631103516
1688;13900680;0.08374667167663574
1689;13908915;0.08419370651245117
1690;13917150;0.08415460586547852
1691;13925385;0.0839996337890625
1692;13933620;0.0839695930480957
1693;13941855;0.0839838981628418
1694;13950090;0.0841684341430664
1695;13958325;0.0842885971069336
1696;13966560;0.0842437744140625
1697;13974795;0.08424210548400879
1698;13983030;0.08440375328063965
1699;13991265;0.08469057083129883
1700;13999500;0.08470416069030762
1701;14007735;0.0848836898803711
1702;14015970;0.08522725105285645
1703;14024205;0.08526897430419922
1704;14032440;0.08520841598510742
1705;14040675;0.08533978462219238
1706;14048910;0.08542656898498535
1707;14057145;0.0856163501739502
1708;14065380;0.08557581901550293
1709;14073615;0.08579730987548828
1710;14081850;0.08584880828857422
1711;14090085;0.0859835147857666
1712;14098320;0.08623456954956055
1713;14106555;0.08637857437133789
1714;14114790;0.08625364303588867
1715;14123025;0.08629322052001953
1716;14131260;0.08663511276245117
1717;14139495;0.08702969551086426
1718;14147730;0.08679676055908203
1719;14155965;0.08677244186401367
1720;14164200;0.09061861038208008
1721;14172435;0.08696174621582031
1722;14180670;0.08901381492614746
1723;14188905;0.08916449546813965
1724;14197140;0.08963680267333984
1725;14205375;0.08949637413024902
1726;14213610;0.08770751953125
1727;14221845;0.08849000930786133
1728;14230080;0.08804154396057129
1729;14238315;0.08799624443054199
1730;14246550;0.0889885425567627
1731;14254785;0.08831429481506348
1732;14263020;0.08851885795593262
1733;14271255;0.08956313133239746
1734;14279490;0.08879852294921875
1735;14287725;0.08843016624450684
1736;14295960;0.08851504325866699
1737;14304195;0.08914422988891602
1738;14312430;0.08881187438964844
1739;14320665;0.08883833885192871
1740;14328900;0.08956551551818848
1741;14337135;0.08974123001098633
1742;14345370;0.08952474594116211
1743;14353605;0.0901789665222168
1744;14361840;0.11330246925354004
1745;14370075;0.08973026275634766
1746;14378310;0.0902853012084961
1747;14386545;0.0907754898071289
1748;14394780;0.09011149406433105
1749;14403015;0.09021830558776855
1750;14411250;0.09016013145446777
1751;14419485;0.09041476249694824
1752;14427720;0.09053516387939453
1753;14435955;0.09041762351989746
1754;14444190;0.09113526344299316
1755;14452425;0.09089303016662598
1756;14460660;0.0908811092376709
1757;14468895;0.09159541130065918
1758;14477130;0.09152507781982422
1759;14485365;0.09104585647583008
1760;14493600;0.09125304222106934
1761;14501835;0.09154129028320312
1762;14510070;0.09198260307312012
1763;14518305;0.09152579307556152
1764;14526540;0.09182620048522949
1765;14534775;0.09261465072631836
1766;14543010;0.09189367294311523
1767;14551245;0.09208798408508301
1768;14559480;0.09235334396362305
1769;14567715;0.09214663505554199
1770;14575950;0.09255266189575195
1771;14584185;0.09238505363464355
1772;14592420;0.0927286148071289
1773;14600655;0.0926051139831543
1774;14608890;0.09327387809753418
1775;14617125;0.09451794624328613
1776;14625360;0.09423637390136719
1777;14633595;0.09450054168701172
1778;14641830;0.09482288360595703
1779;14650065;0.0985414981842041
1780;14658300;0.09611344337463379
1781;14666535;0.09585070610046387
1782;14674770;0.1013340950012207
1783;14683005;0.09540605545043945
1784;14691240;0.09552311897277832
1785;14699475;0.09538149833679199
1786;14707710;0.09552478790283203
1787;14715945;0.09587574005126953
1788;14724180;0.09504222869873047
1789;14732415;0.09408855438232422
1790;14740650;0.09423470497131348
1791;14748885;0.09448456764221191
1792;14757120;0.09527039527893066
1793;14765355;0.09522080421447754
